applicationId,totalMonthlyIncome,totalCommitments,debtServiceRatio,newDebtServiceRatio,savingsAmount,cashReserveMonths,ctosScore,creditScoreCategory,totalCreditUtilization,numberOfLatePayments,employmentTenureMonths,employmentStabilityScore,loanAmount,instalmentToIncomeRatio,approvalDecision
LA-2026-003580,5883.53,2506.43,0.334,0.671,21701.9,4.3,775,3,0.31,0,115,1.0,81744.57,0.337,1
LA-2026-003581,10086.22,2926.39,0.256,0.441,28127.43,5.6,727,2,0.42,0,103,1.0,86000.27,0.185,1
LA-2026-003582,2298.82,1533.7,0.51,0.793,48156.44,20.2,514,0,0.67,3,5,0.08,60879.92,0.283,0
LA-2026-003583,2786.89,1796.54,0.607,0.8,16464.71,7.0,620,1,0.5,2,17,0.28,36550.76,0.193,0
LA-2026-003584,2502.73,285.55,0.107,0.48,37535.08,29.3,596,1,0.65,1,8,0.13,70024.52,0.373,0
LA-2026-003585,1637.98,2843.08,1.72,6.599,43941.65,4.0,544,0,0.22,0,6,0.1,94809.38,4.879,0
LA-2026-003586,2400.46,1835.74,0.609,0.812,15091.63,6.2,617,1,0.34,0,6,0.1,32842.91,0.203,0
LA-2026-003587,2295.19,1245.13,0.442,1.0,28246.33,10.0,551,1,0.37,2,6,0.1,36344.9,0.558,0
LA-2026-003588,9964.66,2055.72,0.164,0.214,15249.84,5.7,741,2,0.12,0,53,0.88,19981.57,0.05,1
LA-2026-003589,10033.02,3974.71,0.312,0.354,5226.06,1.2,741,2,0.14,0,28,0.47,17273.23,0.042,1
LA-2026-003590,1659.77,3470.61,1.748,2.357,52580.29,11.2,548,0,0.67,5,9,0.15,81271.6,0.609,0
LA-2026-003591,4347.45,1482.88,0.315,0.539,17768.85,7.0,638,1,0.43,0,14,0.23,71824.03,0.225,0
LA-2026-003592,2454.55,3686.35,1.214,3.326,21516.63,2.1,484,0,0.34,0,8,0.13,75180.9,2.112,0
LA-2026-003593,3839.97,2112.68,0.439,0.737,54199.86,15.3,715,2,0.53,0,17,0.28,97817.45,0.298,0
LA-2026-003594,6343.1,746.0,0.096,0.222,10069.93,5.9,678,2,0.15,0,23,0.38,40451.95,0.126,0
LA-2026-003595,4966.66,1242.33,0.261,0.392,16214.61,8.7,603,1,0.69,0,6,0.1,45180.36,0.131,0
LA-2026-003596,5537.64,1190.22,0.175,0.204,4997.53,3.6,713,2,0.39,0,28,0.47,8148.35,0.029,1
LA-2026-003597,1704.5,1389.11,0.641,2.643,38036.33,6.6,542,0,0.32,5,4,0.07,95657.71,2.002,0
LA-2026-003598,1638.57,1938.35,0.991,1.337,3912.08,1.5,421,0,0.1,2,12,0.2,7841.44,0.347,0
LA-2026-003599,7156.48,785.98,0.111,0.262,31712.13,17.1,806,3,0.39,0,88,1.0,71466.59,0.151,1
LA-2026-003600,5037.52,1060.32,0.17,0.847,10005.88,1.9,681,2,0.45,0,23,0.38,95996.24,0.677,0
LA-2026-003601,7466.42,716.93,0.098,0.225,6963.4,4.2,651,2,0.58,0,27,0.45,54593.1,0.127,1
LA-2026-003602,7759.36,2474.15,0.294,0.79,5305.66,0.8,804,3,0.53,0,32,0.53,92029.78,0.496,1
LA-2026-003603,2920.47,3776.87,1.242,1.841,24388.96,4.4,639,1,0.25,0,16,0.27,61715.23,0.599,0
LA-2026-003604,3914.23,2757.19,0.568,1.135,1157.17,0.2,681,2,0.47,0,35,0.58,31887.11,0.567,1
LA-2026-003605,1632.72,1000.0,0.47,1.269,16216.26,6.0,414,0,0.24,5,11,0.18,55855.29,0.799,0
LA-2026-003606,9825.54,3292.15,0.268,0.618,48983.98,6.5,839,3,0.48,0,31,0.52,95146.42,0.349,1
LA-2026-003607,2225.04,1300.8,0.586,3.728,50533.79,6.1,491,0,0.56,2,6,0.1,81776.51,3.142,1
LA-2026-003608,9626.96,1693.49,0.184,0.881,25964.08,3.2,771,3,0.53,0,98,1.0,73906.19,0.697,1
LA-2026-003609,2690.33,3282.98,1.001,2.426,5665.3,0.7,472,0,0.62,3,4,0.07,54794.69,1.425,0
LA-2026-003610,9208.6,1837.05,0.16,0.328,3225.1,0.9,819,3,0.68,0,93,1.0,62472.05,0.168,1
LA-2026-003611,8096.79,221.36,0.022,0.096,31940.73,32.7,804,3,0.5,0,47,0.78,48078.1,0.074,1
LA-2026-003612,1851.48,877.29,0.372,1.19,15562.58,5.6,489,0,0.34,0,6,0.1,43481.6,0.818,0
LA-2026-003613,1732.41,2361.79,1.099,2.028,7062.27,1.6,494,0,0.31,4,6,0.1,67350.86,0.929,0
LA-2026-003614,3439.46,797.16,0.184,0.493,3522.79,1.6,551,1,0.56,1,13,0.22,15646.35,0.309,0
LA-2026-003615,3030.19,1826.4,0.571,2.697,49018.85,5.7,360,0,0.69,5,1,0.02,78977.59,2.126,0
LA-2026-003616,3342.96,1635.31,0.424,0.688,23196.01,8.7,603,1,0.22,2,11,0.18,33657.98,0.264,0
LA-2026-003617,4112.93,2050.99,0.413,0.764,14599.49,3.8,560,1,0.36,4,11,0.18,20254.71,0.351,0
LA-2026-003618,1279.15,3084.16,1.91,2.349,18797.67,5.0,315,0,0.14,3,7,0.12,51475.37,0.439,0
LA-2026-003619,6106.7,1449.86,0.181,0.408,3400.39,1.0,759,3,0.24,0,45,0.75,41370.49,0.226,1
LA-2026-003620,3415.35,2737.09,0.841,1.192,30872.76,8.0,605,1,0.62,2,14,0.23,56440.09,0.351,0
LA-2026-003621,2042.08,1935.18,0.737,1.274,4374.1,1.3,546,0,0.5,3,12,0.2,71780.08,0.537,0
LA-2026-003622,4258.73,4188.48,0.794,0.822,3162.21,0.7,696,2,0.52,0,14,0.23,6182.9,0.029,1
LA-2026-003623,10739.39,1489.3,0.138,0.304,36621.58,11.2,744,2,0.66,0,38,0.63,72624.78,0.166,1
LA-2026-003624,2689.68,3847.41,1.083,1.185,8680.04,2.1,560,1,0.19,0,15,0.25,20439.86,0.102,0
LA-2026-003625,2266.2,2085.88,0.731,1.392,63842.89,16.1,302,0,0.4,2,1,0.02,99585.72,0.661,0
LA-2026-003626,2192.38,2767.46,1.057,1.277,20367.81,6.1,642,1,0.22,1,14,0.23,29372.21,0.22,0
LA-2026-003627,4579.16,2519.56,0.485,0.528,2522.99,0.9,665,2,0.3,0,30,0.5,9921.83,0.043,0
LA-2026-003628,11306.71,1799.9,0.152,0.286,5135.11,1.5,776,3,0.2,0,51,0.85,80191.59,0.134,1
LA-2026-003629,3568.45,1506.3,0.345,0.548,3079.53,1.3,582,1,0.34,0,14,0.23,20116.91,0.203,0
LA-2026-003630,2307.27,3841.64,1.708,2.645,71898.43,12.1,520,0,0.51,5,1,0.02,91952.86,0.937,0
LA-2026-003631,3033.96,3600.14,0.89,0.932,7102.97,1.9,595,1,0.14,5,18,0.3,12628.1,0.042,0
LA-2026-003632,3788.56,2663.54,0.612,1.039,48897.07,10.8,597,1,0.19,2,15,0.25,82816.17,0.427,0
LA-2026-003633,2801.68,3168.38,1.067,2.55,15018.29,2.0,638,1,0.21,2,6,0.1,51818.43,1.483,0
LA-2026-003634,3892.5,2291.59,0.449,0.748,33733.69,8.8,653,2,0.11,2,30,0.5,86449.64,0.299,0
LA-2026-003635,2378.49,2766.88,0.977,1.302,14268.51,3.9,393,0,0.18,3,9,0.15,60142.73,0.326,0
LA-2026-003636,10863.62,2221.41,0.158,0.293,6718.83,1.6,843,3,0.4,0,34,0.57,63033.52,0.135,1
LA-2026-003637,1585.85,1212.09,0.582,1.354,10992.4,3.9,327,0,0.2,1,5,0.08,98223.88,0.773,0
LA-2026-003638,3338.82,967.83,0.316,0.676,11013.88,5.3,469,0,0.47,0,4,0.07,46013.32,0.36,0
LA-2026-003639,3503.39,2453.94,0.759,1.407,21770.44,4.8,355,0,0.16,0,3,0.05,88515.63,0.649,0
LA-2026-003640,1542.51,217.91,0.108,0.992,42313.73,21.2,401,0,0.27,5,5,0.08,95151.73,0.884,0
LA-2026-003641,7049.27,2803.15,0.316,0.77,26427.88,3.9,777,3,0.56,0,54,0.9,47003.0,0.454,1
LA-2026-003642,3568.53,698.6,0.153,0.213,14554.8,15.0,583,1,0.34,2,9,0.15,19220.6,0.06,1
LA-2026-003643,3823.75,3896.36,0.866,0.932,10133.12,2.4,602,1,0.23,0,18,0.3,20349.36,0.066,0
LA-2026-003644,2542.01,2137.56,0.711,0.759,1702.64,0.7,544,0,0.7,0,6,0.1,8532.86,0.048,0
LA-2026-003645,6220.49,2947.56,0.39,0.529,18136.92,4.5,698,2,0.4,1,17,0.28,76811.14,0.139,1
LA-2026-003646,15517.57,2834.5,0.193,0.374,16165.04,3.0,835,3,0.62,0,87,1.0,87770.13,0.18,1
LA-2026-003647,2235.51,373.95,0.128,0.504,12799.84,8.7,641,1,0.59,1,12,0.2,70918.89,0.375,0
LA-2026-003648,5976.62,5085.03,0.941,1.363,1531.03,0.2,719,2,0.64,0,25,0.42,92983.4,0.422,1
LA-2026-003649,3688.54,12.71,0.003,0.571,31019.63,11.8,682,2,0.23,1,26,0.43,87499.7,0.568,1
LA-2026-003650,3203.93,972.76,0.232,0.335,13158.07,9.4,599,1,0.59,0,9,0.15,22450.5,0.103,1
LA-2026-003651,3509.71,3308.04,0.931,1.499,58313.47,10.9,589,1,0.67,1,12,0.2,87942.75,0.569,0
LA-2026-003652,3508.55,3731.15,0.798,1.033,44082.29,9.1,553,1,0.64,1,17,0.28,64852.15,0.235,0
LA-2026-003653,5515.72,1949.08,0.374,0.612,49885.68,15.6,678,2,0.6,0,20,0.33,74994.06,0.239,0
LA-2026-003654,8005.84,3283.28,0.311,0.337,4850.53,1.4,757,3,0.63,0,66,1.0,13914.04,0.026,1
LA-2026-003655,1952.27,3796.42,1.8,2.047,18158.36,4.2,404,0,0.18,4,2,0.03,28244.07,0.246,0
LA-2026-003656,5860.51,2369.51,0.316,0.552,55638.71,13.5,707,2,0.38,0,23,0.38,73101.63,0.235,1
LA-2026-003657,1763.54,2323.93,1.218,1.346,3687.09,1.4,338,0,0.3,5,11,0.18,15686.55,0.128,0
LA-2026-003658,4742.37,1637.47,0.38,0.49,9294.49,4.4,630,1,0.58,0,6,0.1,30612.34,0.111,0
LA-2026-003659,6120.04,2764.74,0.344,0.369,6307.75,2.1,828,3,0.29,0,117,1.0,10082.7,0.025,1
LA-2026-003660,12267.3,3367.13,0.229,0.244,2522.16,0.7,730,2,0.37,0,33,0.55,9565.31,0.015,1
LA-2026-003661,2134.5,66.83,0.024,0.654,42215.55,23.6,584,1,0.15,5,13,0.22,97922.05,0.629,0
LA-2026-003662,3657.33,2141.12,0.488,0.685,16773.31,5.6,672,2,0.39,0,25,0.42,28624.76,0.197,1
LA-2026-003663,2895.73,3796.65,1.418,1.854,26376.46,5.3,577,1,0.52,0,13,0.22,62879.99,0.436,0
LA-2026-003664,1457.98,4408.73,2.297,5.481,56198.11,5.3,498,0,0.56,0,7,0.12,71743.36,3.183,0
LA-2026-003665,2698.08,3595.1,1.132,1.364,10086.52,2.3,472,0,0.13,0,5,0.08,24619.16,0.232,0
LA-2026-003666,4401.29,1024.98,0.243,0.289,2925.42,2.4,645,1,0.21,0,10,0.17,10156.17,0.046,0
LA-2026-003667,1859.99,2335.33,0.969,1.681,49737.89,12.3,393,0,0.53,3,9,0.15,87015.26,0.712,0
LA-2026-003668,8124.14,2725.32,0.281,0.371,4493.8,1.2,790,3,0.33,0,27,0.45,29462.95,0.09,1
LA-2026-003669,3160.21,1678.88,0.509,1.163,53054.4,13.8,323,0,0.31,3,1,0.02,70964.13,0.655,0
LA-2026-003670,5726.98,1457.18,0.206,0.365,28631.42,11.1,661,2,0.11,0,15,0.25,79418.42,0.16,1
LA-2026-003671,3293.5,472.02,0.115,0.207,11305.21,13.3,685,2,0.37,1,21,0.35,16543.4,0.092,1
LA-2026-003672,2232.17,3727.43,1.66,5.036,23844.86,2.1,475,0,0.33,5,7,0.12,89224.92,3.376,0
LA-2026-003673,11179.12,2930.22,0.241,0.415,53031.6,10.5,837,3,0.31,0,101,1.0,86252.42,0.173,1
LA-2026-003674,7031.75,2689.34,0.341,0.431,14087.16,4.1,802,3,0.44,0,61,1.0,42891.29,0.091,1
LA-2026-003675,2622.09,564.76,0.175,0.436,8978.57,6.4,634,1,0.6,1,11,0.18,42585.28,0.261,0
LA-2026-003676,4705.87,2082.92,0.369,0.626,36602.35,10.4,687,2,0.36,0,33,0.55,62634.11,0.257,0
LA-2026-003677,4149.0,555.29,0.107,0.228,22143.82,18.8,663,2,0.33,0,30,0.5,39126.34,0.12,1
LA-2026-003678,1609.4,2980.41,1.492,2.398,66754.68,13.9,364,0,0.34,0,10,0.17,95305.65,0.906,0
LA-2026-003679,5375.7,3008.37,0.434,0.545,19607.6,5.2,667,2,0.52,0,23,0.38,25153.89,0.111,1
LA-2026-003680,3793.3,2756.83,0.58,0.81,24741.39,6.4,620,1,0.69,0,12,0.2,54059.61,0.23,0
LA-2026-003681,7801.92,3880.65,0.467,0.58,9778.38,2.0,766,3,0.5,0,67,1.0,67718.03,0.113,1
LA-2026-003682,10717.31,2721.31,0.194,0.249,30774.5,8.8,798,3,0.17,0,76,1.0,50062.58,0.056,1
LA-2026-003683,2190.57,1777.83,0.685,2.398,58140.06,9.3,477,0,0.56,3,1,0.02,98755.07,1.712,0
LA-2026-003684,2334.36,171.92,0.056,0.244,15982.37,21.3,489,0,0.2,4,6,0.1,34619.54,0.188,0
LA-2026-003685,3346.59,1025.9,0.248,0.31,1870.24,1.5,576,1,0.2,1,18,0.3,14506.98,0.062,0
LA-2026-003686,15932.0,1988.37,0.134,0.198,36172.01,12.4,833,3,0.11,0,92,1.0,47723.76,0.063,1
LA-2026-003687,2033.31,3357.59,1.306,1.651,12101.39,2.9,547,0,0.5,0,8,0.13,20087.33,0.345,0
LA-2026-003688,9628.36,668.46,0.059,0.384,36316.72,8.3,790,3,0.65,0,81,1.0,85551.99,0.325,1
LA-2026-003689,7121.66,3264.86,0.378,0.454,16418.31,4.2,760,3,0.32,0,72,1.0,41847.78,0.077,1
LA-2026-003690,2598.62,1937.55,0.632,0.771,15415.42,6.5,492,0,0.41,3,4,0.07,22516.4,0.139,0
LA-2026-003691,2963.32,16.79,0.005,0.325,27072.73,26.7,530,0,0.49,4,3,0.05,44020.43,0.32,0
LA-2026-003692,3221.56,2492.29,0.774,1.26,52734.81,13.0,568,1,0.49,3,18,0.3,95444.42,0.486,0
LA-2026-003693,3544.3,2561.31,0.753,1.075,61192.99,16.7,541,0,0.6,4,8,0.13,77487.55,0.322,0
LA-2026-003694,3561.72,3289.94,0.773,0.822,9844.53,2.8,667,2,0.35,0,12,0.2,12705.65,0.049,1
LA-2026-003695,1260.08,1120.93,0.682,1.54,11490.63,4.5,381,0,0.6,0,5,0.08,97286.95,0.858,0
LA-2026-003696,5433.66,2011.26,0.291,0.432,8540.63,2.9,693,2,0.37,1,30,0.5,49295.66,0.141,1
LA-2026-003697,5534.78,4733.34,0.672,0.914,25083.13,3.9,848,3,0.44,0,54,0.9,54040.63,0.241,1
LA-2026-003698,2474.73,2324.16,0.745,3.37,39056.94,3.7,441,0,0.63,4,10,0.17,95807.92,2.625,1
LA-2026-003699,5274.67,1484.49,0.222,0.32,2101.62,1.0,708,2,0.31,0,24,0.4,39272.3,0.097,1
LA-2026-003700,2812.6,3405.3,0.991,1.624,55306.96,9.9,630,1,0.23,0,7,0.12,93206.19,0.633,0
LA-2026-003701,4931.63,1279.69,0.273,0.522,46570.11,19.0,654,2,0.32,0,14,0.23,72428.15,0.249,1
LA-2026-003702,1944.31,3412.48,1.375,2.179,2569.42,0.5,323,0,0.69,3,6,0.1,23260.74,0.805,0
LA-2026-003703,10662.92,3703.63,0.332,0.465,10685.28,2.1,826,3,0.19,0,31,0.52,74823.35,0.132,0
LA-2026-003704,3198.94,1465.02,0.368,0.453,2171.95,1.2,580,1,0.21,0,17,0.28,24317.86,0.085,0
LA-2026-003705,11302.83,2250.09,0.154,0.244,14920.16,4.2,744,2,0.3,0,67,1.0,29404.0,0.09,1
LA-2026-003706,3250.75,908.31,0.26,0.375,17512.4,13.4,563,1,0.49,5,15,0.25,25825.51,0.115,0
LA-2026-003707,8497.81,4078.6,0.408,0.855,16953.42,2.0,847,3,0.55,0,76,1.0,98303.14,0.447,0
LA-2026-003708,2985.16,2760.77,0.722,1.027,31178.67,7.9,557,1,0.56,0,14,0.23,50827.8,0.305,0
LA-2026-003709,1218.49,1558.63,1.01,1.598,2387.81,1.0,344,0,0.52,0,2,0.03,20779.57,0.589,0
LA-2026-003710,3632.81,2801.14,0.633,1.714,38899.99,5.1,615,1,0.6,2,10,0.17,54899.7,1.081,0
LA-2026-003711,2605.32,3144.8,1.002,2.321,26551.91,3.6,478,0,0.52,0,11,0.18,91956.33,1.319,0
LA-2026-003712,2575.5,2887.29,1.053,1.549,16834.23,4.0,306,0,0.48,0,4,0.07,81059.11,0.496,0
LA-2026-003713,11081.05,2070.77,0.149,0.183,11490.08,4.5,731,2,0.13,0,72,1.0,24098.28,0.035,1
LA-2026-003714,3903.71,417.67,0.085,0.493,23131.92,9.5,655,2,0.67,2,14,0.23,45092.71,0.408,1
LA-2026-003715,4223.9,3300.45,0.641,1.101,33596.6,5.9,680,2,0.28,1,17,0.28,78238.21,0.46,1
LA-2026-003716,3520.85,1400.43,0.308,0.977,22411.3,5.0,575,1,0.65,0,11,0.18,35395.34,0.669,0
LA-2026-003717,5664.55,2491.16,0.366,0.604,40744.84,9.9,663,2,0.16,0,14,0.23,53466.92,0.238,0
LA-2026-003718,1787.24,554.57,0.246,0.995,28773.39,12.8,342,0,0.52,1,6,0.1,38801.02,0.749,0
LA-2026-003719,2971.52,2044.15,0.655,1.02,20077.01,6.3,648,1,0.38,2,9,0.15,84341.76,0.365,0
LA-2026-003720,3503.28,2337.35,0.69,1.038,16382.58,4.7,560,1,0.37,3,17,0.28,26190.98,0.349,0
LA-2026-003721,10749.16,3587.44,0.273,0.408,38178.47,7.1,846,3,0.39,0,101,1.0,87322.1,0.135,1
LA-2026-003722,2882.54,2989.7,0.868,1.265,18999.84,4.4,641,1,0.3,1,6,0.1,74673.77,0.397,0
LA-2026-003723,10776.26,2216.66,0.165,0.331,62854.93,14.1,768,3,0.33,0,113,1.0,99524.28,0.166,1
LA-2026-003724,3227.9,1807.21,0.57,0.895,4123.5,1.5,337,0,0.3,1,8,0.13,50674.66,0.325,0
LA-2026-003725,2995.84,3329.65,0.937,3.336,67257.14,5.7,643,1,0.68,0,17,0.28,99007.76,2.399,0
LA-2026-003726,2884.43,1382.8,0.376,0.591,21408.31,9.9,576,1,0.67,2,10,0.17,46829.95,0.214,0
LA-2026-003727,4451.93,193.87,0.041,0.264,29709.77,23.7,609,1,0.37,0,17,0.28,43555.23,0.223,0
LA-2026-003728,7491.84,2996.27,0.31,0.419,3902.36,1.0,734,2,0.46,0,102,1.0,52679.64,0.109,1
LA-2026-003729,3185.31,3168.96,0.814,1.227,1555.53,0.3,586,1,0.32,0,14,0.23,18478.57,0.413,0
LA-2026-003730,3151.49,3013.53,0.802,1.162,2104.77,0.5,621,1,0.42,0,16,0.27,70404.09,0.36,0
LA-2026-003731,5488.7,2806.7,0.432,0.529,8579.07,2.5,711,2,0.34,0,26,0.43,32509.93,0.098,1
LA-2026-003732,2471.24,2744.3,1.044,1.413,44920.26,12.1,572,1,0.61,4,7,0.12,68739.73,0.369,0
LA-2026-003733,2880.78,3699.66,1.348,1.798,24543.01,5.0,579,1,0.66,3,9,0.15,66108.24,0.45,0
LA-2026-003734,3447.17,2356.82,0.538,0.875,17536.64,4.6,638,1,0.46,1,7,0.12,84912.56,0.336,0
LA-2026-003735,5954.29,2206.61,0.286,0.624,15602.68,3.2,707,2,0.32,0,33,0.55,29859.57,0.338,1
LA-2026-003736,2854.85,2621.86,0.739,1.026,4088.75,1.1,627,1,0.57,1,18,0.3,22713.63,0.287,0
LA-2026-003737,5769.33,4289.91,0.73,1.168,7001.54,1.0,707,2,0.23,0,24,0.4,29509.47,0.438,0
LA-2026-003738,3565.24,1848.56,0.418,0.655,42613.12,14.7,621,1,0.43,0,12,0.2,67481.42,0.237,0
LA-2026-003739,3960.6,588.49,0.133,0.707,21470.71,6.9,552,1,0.63,5,6,0.1,29223.73,0.573,0
LA-2026-003740,2153.72,2841.36,1.0,1.253,9334.54,2.6,330,0,0.22,5,4,0.07,42575.77,0.254,0
LA-2026-003741,3091.22,2354.64,0.623,2.577,63073.5,6.5,571,1,0.23,4,13,0.22,86817.32,1.954,0
LA-2026-003742,2980.45,2285.14,0.82,1.253,56004.58,16.0,613,1,0.13,1,9,0.15,86725.09,0.433,0
LA-2026-003743,3769.12,2288.1,0.46,0.871,3577.08,0.8,567,1,0.3,4,6,0.1,23810.53,0.41,0
LA-2026-003744,5046.96,1179.51,0.204,0.477,41715.46,15.1,678,2,0.62,1,34,0.57,52724.57,0.273,1
LA-2026-003745,2578.93,2438.31,0.806,1.232,33996.94,9.1,306,0,0.28,0,1,0.02,78879.1,0.427,0
LA-2026-003746,1999.61,1184.37,0.46,0.803,29781.0,14.4,472,0,0.46,0,4,0.07,39354.34,0.343,0
LA-2026-003747,3794.77,4107.83,0.87,1.23,49897.88,8.6,644,1,0.13,1,10,0.17,82984.08,0.36,0
LA-2026-003748,9324.85,3540.28,0.387,0.596,27707.26,5.1,774,3,0.23,0,37,0.62,44338.87,0.21,1
LA-2026-003749,2862.97,30.98,0.009,0.146,23317.72,43.9,618,1,0.46,2,12,0.2,36318.15,0.137,1
LA-2026-003750,1410.82,2304.01,1.304,6.097,49767.21,4.6,497,0,0.41,3,11,0.18,97368.21,4.793,0
LA-2026-003751,4822.33,2819.63,0.472,0.6,27139.47,7.6,700,2,0.21,0,30,0.5,37864.33,0.128,0
LA-2026-003752,3044.65,4088.91,1.11,2.031,27960.67,3.7,594,1,0.46,4,17,0.28,76071.91,0.921,0
LA-2026-003753,8875.63,4177.48,0.395,0.524,65502.49,11.8,818,3,0.15,0,111,1.0,86797.05,0.13,1
LA-2026-003754,11494.55,3225.9,0.217,0.282,41173.15,9.8,752,3,0.12,0,56,0.93,59541.53,0.065,1
LA-2026-003755,5066.36,1730.26,0.279,0.519,61238.19,19.0,709,2,0.46,0,27,0.45,90761.29,0.24,1
LA-2026-003756,4612.92,2696.79,0.619,0.878,31278.34,8.2,590,1,0.68,1,12,0.2,63778.53,0.259,0
LA-2026-003757,2302.41,2633.36,0.958,1.505,7215.44,1.7,324,0,0.54,1,12,0.2,64603.28,0.547,0
LA-2026-003758,3580.17,665.86,0.146,0.519,27288.43,11.5,564,1,0.6,3,14,0.23,37434.03,0.373,0
LA-2026-003759,1784.73,616.46,0.272,0.42,9344.96,9.8,412,0,0.4,2,7,0.12,22045.31,0.148,0
LA-2026-003760,4051.3,889.59,0.184,0.293,8894.84,6.3,699,2,0.42,1,15,0.25,25517.25,0.108,1
LA-2026-003761,9418.89,3319.69,0.277,0.379,8674.25,1.9,751,3,0.23,0,63,1.0,64498.64,0.102,1
LA-2026-003762,2163.42,527.03,0.206,0.959,16238.79,6.6,307,0,0.45,0,12,0.2,81569.23,0.752,0
LA-2026-003763,1568.64,155.12,0.081,0.785,5267.2,3.5,356,0,0.49,0,12,0.2,15839.02,0.704,0
LA-2026-003764,1881.95,3369.62,1.486,1.631,6155.55,1.7,339,0,0.61,1,6,0.1,20987.69,0.146,0
LA-2026-003765,5668.08,3294.87,0.629,1.783,33657.12,3.6,668,2,0.39,1,20,0.33,69520.4,1.154,1
LA-2026-003766,5222.01,2447.63,0.353,0.533,33709.86,9.1,657,2,0.4,0,15,0.25,63014.36,0.18,1
LA-2026-003767,7311.05,2264.62,0.32,0.394,17306.17,6.2,789,3,0.21,0,60,1.0,22808.89,0.073,1
LA-2026-003768,3376.07,2471.67,0.552,0.772,8241.67,2.4,564,1,0.66,3,18,0.3,49134.42,0.22,0
LA-2026-003769,3499.89,3697.06,1.142,1.189,5782.54,1.5,613,1,0.16,0,15,0.25,10978.33,0.047,0
LA-2026-003770,7137.84,3704.3,0.425,0.544,1172.29,0.2,793,3,0.25,0,65,1.0,73667.59,0.118,1
LA-2026-003771,1708.63,3479.03,1.733,2.673,42059.1,7.8,470,0,0.33,5,12,0.2,63774.81,0.94,0
LA-2026-003772,2974.67,1520.49,0.542,0.865,30630.12,12.6,372,0,0.28,3,1,0.02,61977.81,0.323,0
LA-2026-003773,2708.83,943.95,0.296,2.687,52760.14,6.2,466,0,0.66,0,4,0.07,88022.7,2.39,0
LA-2026-003774,2549.51,1904.56,0.562,2.618,60804.03,6.9,475,0,0.55,0,12,0.2,81710.28,2.056,0
LA-2026-003775,2443.38,3225.95,1.258,1.641,17238.55,4.1,389,0,0.67,2,11,0.18,53484.2,0.383,0
LA-2026-003776,4102.87,3298.29,0.682,0.93,52964.32,11.8,713,2,0.68,0,25,0.42,87872.68,0.248,1
LA-2026-003777,9663.79,513.43,0.043,0.084,6362.84,6.4,751,3,0.35,0,54,0.9,34724.39,0.041,1
LA-2026-003778,6414.0,2591.84,0.337,0.387,7299.55,2.5,685,2,0.26,2,24,0.4,27329.26,0.05,1
LA-2026-003779,8145.77,2114.39,0.222,0.966,7276.34,0.8,785,3,0.64,0,94,1.0,82182.18,0.744,1
LA-2026-003780,2453.18,1922.09,0.792,1.369,52831.16,15.9,480,0,0.59,3,10,0.17,71458.98,0.577,0
LA-2026-003781,2702.46,2841.58,0.892,1.677,11056.84,2.1,590,1,0.27,4,8,0.13,82206.57,0.784,0
LA-2026-003782,12264.78,1768.46,0.121,0.184,15976.14,6.0,837,3,0.41,0,93,1.0,38103.76,0.062,1
LA-2026-003783,1858.37,656.89,0.283,0.643,15409.76,10.3,500,0,0.47,1,8,0.13,59686.15,0.361,0
LA-2026-003784,12363.9,1497.8,0.103,0.208,54275.03,17.8,788,3,0.2,0,35,0.58,68402.12,0.106,1
LA-2026-003785,6379.62,2274.95,0.323,0.387,17487.47,6.4,680,2,0.31,1,21,0.35,22700.1,0.064,0
LA-2026-003786,7895.88,2170.35,0.219,0.369,59083.65,16.2,746,2,0.68,0,30,0.5,89461.37,0.15,1
LA-2026-003787,8519.1,313.39,0.035,0.092,8524.21,10.4,778,3,0.37,0,46,0.77,32826.37,0.057,1
LA-2026-003788,11183.23,2938.35,0.21,0.279,35525.6,9.1,848,3,0.62,0,106,1.0,54709.92,0.068,1
LA-2026-003789,3826.74,2874.14,0.726,1.606,13174.9,2.1,581,1,0.35,3,18,0.3,77145.24,0.88,0
LA-2026-003790,2351.88,760.73,0.332,0.667,31073.52,20.3,427,0,0.39,0,5,0.08,56750.26,0.335,0
LA-2026-003791,3966.48,867.75,0.222,0.663,16834.64,6.5,555,1,0.18,0,10,0.17,55133.67,0.441,0
LA-2026-003792,4862.87,1464.7,0.254,0.399,14795.34,6.4,688,2,0.43,1,34,0.57,60090.82,0.145,0
LA-2026-003793,2940.09,1363.25,0.348,0.46,13726.63,7.6,644,1,0.62,2,9,0.15,22282.45,0.112,0
LA-2026-003794,3150.94,2165.6,0.528,1.826,34736.38,4.6,639,1,0.49,0,16,0.27,62253.89,1.298,0
LA-2026-003795,3111.09,3049.57,0.839,1.52,39981.85,7.2,643,1,0.19,1,10,0.17,81753.35,0.681,0
LA-2026-003796,14079.21,1460.86,0.105,0.116,3141.25,1.9,794,3,0.56,0,89,1.0,11049.88,0.011,1
LA-2026-003797,2296.6,1814.26,0.825,1.309,58254.47,20.2,470,0,0.64,3,9,0.15,77281.85,0.485,0
LA-2026-003798,5780.07,2442.84,0.435,0.654,31332.98,8.5,691,2,0.61,0,14,0.23,83860.98,0.218,1
LA-2026-003799,2335.92,1134.86,0.374,0.959,31313.88,10.8,456,0,0.65,1,4,0.07,97201.95,0.585,0
